entrez_gene_id,reaction_id,rname,lmp_id,gene_name,species_long,gene_symbol
14228,R-MMU-5618085,FKBP4 binds HSP90:ATP:STIP1:HSP70:nascent protein,LMP005197,FK506 binding protein 4,Mus musculus,Fkbp4
14228,R-MMU-5618093,ATP hydrolysis by HSP90,LMP005197,FK506 binding protein 4,Mus musculus,Fkbp4
14228,R-MMU-5618099,SH binds SHR within the HSP90 chaperone complex,LMP005197,FK506 binding protein 4,Mus musculus,Fkbp4
14228,R-MMU-5618110,p23 (PTGES3) binds HSP90:ATP:FKBP4:nascent protein,LMP005197,FK506 binding protein 4,Mus musculus,Fkbp4
14228,R-MMU-8939203,HSP90-dependent ATP hydrolysis promotes release of ESR:ESTG from chaperone complex,LMP005197,FK506 binding protein 4,Mus musculus,Fkbp4
14228,R-MMU-8939204,ESTG binds the ESR:chaperone complex,LMP005197,FK506 binding protein 4,Mus musculus,Fkbp4
14228,R-MMU-9032751,Estrogen-independent phosphorylation of ESR1 S118 by MAPK1 and MAPK3,LMP005197,FK506 binding protein 4,Mus musculus,Fkbp4
14228,R-MMU-9038161,Progesterone stimulation promotes PGR:P4 binding to ESR1:ESTG,LMP005197,FK506 binding protein 4,Mus musculus,Fkbp4
14245,R-MMU-1483203,PA is dephosphorylated to DAG by LPIN,LMP001422,lipin 1,Mus musculus,Lpin1
14245,R-MMU-4419948,CTDNEP1:CNEP1R1 dephosphorylates LPIN,LMP001422,lipin 1,Mus musculus,Lpin1
14245,R-MMU-5195402,CDK1 phosphorylates LPIN,LMP001422,lipin 1,Mus musculus,Lpin1
14245,R-MMU-5221130,LPIN catalyzes conversion of phosphatidic acid to diacylglycerol,LMP001422,lipin 1,Mus musculus,Lpin1
14245,R-MMU-75899,"1,2-diacyl-glycerol 3-phosphate + H2O => 1,2-diacyl-glycerol + orthophosphate",LMP001422,lipin 1,Mus musculus,Lpin1
14251,R-MMU-8849908,SALM4 binds flotillin-1,LMP000024,flotillin 1,Mus musculus,Flot1
14272,R-MMU-201640,Caspase-mediated cleavage of farnesyltransferase/geranyl- geranyltransferase subunit alpha ,LMP003018,"farnesyltransferase, CAAX box, alpha",Mus musculus,Fnta
14272,R-MMU-2530501,FNTA:FNTB transfers FARN to GNGT1,LMP003018,"farnesyltransferase, CAAX box, alpha",Mus musculus,Fnta
14293,R-MMU-380073,Liganded Gi-activating GPCR acts as a GEF for Gi,LMP005729,formyl peptide receptor 1,Mus musculus,Fpr1
14293,R-MMU-444527,FPR is a receptor for formyl peptides,LMP005729,formyl peptide receptor 1,Mus musculus,Fpr1
14293,R-MMU-6798739,Exocytosis of azurophil granule membrane proteins,LMP005729,formyl peptide receptor 1,Mus musculus,Fpr1
14293,R-MMU-6798743,Exocytosis of secretory granule membrane proteins,LMP005729,formyl peptide receptor 1,Mus musculus,Fpr1
14293,R-MMU-6800426,Exocytosis of ficolin-rich granule membrane proteins,LMP005729,formyl peptide receptor 1,Mus musculus,Fpr1
14293,R-MMU-749454,The Ligand:GPCR:Gi complex dissociates,LMP005729,formyl peptide receptor 1,Mus musculus,Fpr1
14293,R-MMU-749456,Liganded Gi-activating GPCRs bind inactive heterotrimeric G-protein Gi,LMP005729,formyl peptide receptor 1,Mus musculus,Fpr1
14294,R-MMU-380073,Liganded Gi-activating GPCR acts as a GEF for Gi,LMP004896,formyl peptide receptor 3,Mus musculus,Fpr3
14294,R-MMU-444476,FPRL2 receptor binds a wide range of ligands,LMP004896,formyl peptide receptor 3,Mus musculus,Fpr3
14294,R-MMU-749454,The Ligand:GPCR:Gi complex dissociates,LMP004896,formyl peptide receptor 3,Mus musculus,Fpr3
14294,R-MMU-749456,Liganded Gi-activating GPCRs bind inactive heterotrimeric G-protein Gi,LMP004896,formyl peptide receptor 3,Mus musculus,Fpr3
14344,R-MMU-9036987,FUT2 transfers Fuc to Type 1 chains to form H antigen-sec,LMP002490,fucosyltransferase 2,Mus musculus,Fut2
14344,R-MMU-9603982,FUT2 transfers Fuc to LeA to form LeB,LMP002490,fucosyltransferase 2,Mus musculus,Fut2
14344,R-MMU-9603983,FUT2 transfers Fuc to LeX to form LeY,LMP002490,fucosyltransferase 2,Mus musculus,Fut2
14345,R-MMU-9603984,"FUT4,5,9,(10,11) transfer Fuc to Type 2 chains to form LeX",LMP000228,fucosyltransferase 4,Mus musculus,Fut4
14347,R-MMU-9605682,"FUT3,5,6,7 transfers Fuc to Type 2 MSGG to form sLeX",LMP000251,fucosyltransferase 7,Mus musculus,Fut7
14348,R-MMU-9603984,"FUT4,5,9,(10,11) transfer Fuc to Type 2 chains to form LeX",LMP006525,fucosyltransferase 9,Mus musculus,Fut9
14420,R-MMU-1606564,Galactocerebrosidase cleaves the galactosyl bond of galactocerebroside to form ceramide,LMP002458,galactosylceramidase,Mus musculus,Galc
14421,R-MMU-8856223,B4GALNT1 dimer transfers GalNAc from UDP-GalNAc to GM3 and GD3 gangliosides,LMP002907,"beta-1,4-N-acetyl-galactosaminyl transferase 1",Mus musculus,B4galnt1
14422,R-MMU-8855954,B4GALNT2 transfers GalNAc from UDP-GalNAc to Sial-Gal-GlcNAc-Gal to form the Sd(a) antigen on UMOD,LMP002346,"beta-1,4-N-acetyl-galactosaminyl transferase 2",Mus musculus,B4galnt2
14422,R-MMU-9605700,B4GALNT2 transfers GalNAc to Type 2 MSGG to form Sda,LMP002346,"beta-1,4-N-acetyl-galactosaminyl transferase 2",Mus musculus,B4galnt2
14466,R-MMU-1605591,Glucosylceramidase cleaves the glucosidic bond of glucocerebroside to form ceramide,LMP002919,"glucosidase, beta, acid",Mus musculus,Gba
14473,R-MMU-209738,VD3 binds GC,LMP001167,group specific component,Mus musculus,Gc
14473,R-MMU-209944,25(OH)D binds GC,LMP001167,group specific component,Mus musculus,Gc
14473,R-MMU-8963851,VD3 dissociates from GC,LMP001167,group specific component,Mus musculus,Gc
14555,R-MMU-75889,DHAP is converted to G3P by GPD1/GPD1L,LMP001973,glycerol-3-phosphate dehydrogenase 1 (soluble),Mus musculus,Gpd1
14571,R-MMU-188467,Gly-3-P+FAD->DHAP+FADH2 (catalyzed by mitochondrial Gly-Phos dehydrogenase),LMP000363,"glycerol phosphate dehydrogenase 2, mitochondrial",Mus musculus,Gpd2
14571,R-MMU-188467,Gly-3-P+FAD->DHAP+FADH2 (catalyzed by mitochondrial Gly-Phos dehydrogenase),LMP006560,"glycerol phosphate dehydrogenase 2, mitochondrial",Mus musculus,Gpd2
14593,R-MMU-191303,Another isopentenyl pyrophosphate is added to geranyl pyrophosphate,LMP000781,geranylgeranyl diphosphate synthase 1,Mus musculus,Ggps1
14593,R-MMU-191322,Addition of isopentenyl pyrophosphate to DMAPP,LMP000781,geranylgeranyl diphosphate synthase 1,Mus musculus,Ggps1
14595,R-MMU-1297338,Association of ADAM and B4GALT1 With ZP3,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14595,R-MMU-2025723,B4GALTs transfer Gal to the N-glycan precursor,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14595,R-MMU-2046265,B4GALTs transfer Gal to the keratan chain,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14595,R-MMU-2046298,B4GALTs transfer Gal to a branch of keratan,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14595,R-MMU-5653878,B4GALT1:LALBA transfers Gal from UDP-Gal to Glc to form Lac,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14595,R-MMU-5653886,B4GALT1 binds LALBA,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14595,R-MMU-6798739,Exocytosis of azurophil granule membrane proteins,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14595,R-MMU-6798743,Exocytosis of secretory granule membrane proteins,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14595,R-MMU-975919,Addition of galactose by beta 4-galactosyltransferases,LMP002081,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",Mus musculus,B4galt1
14598,R-MMU-266046,"GGT1, 5 dimers hydrolyse LTC4 to LTD4",LMP000270,gamma-glutamyltransferase 1,Mus musculus,Ggt1
14598,R-MMU-5433072,"GGTs hydrolyse glutamate from AFXBO-SG, AFNBO-SG",LMP000270,gamma-glutamyltransferase 1,Mus musculus,Ggt1
14598,R-MMU-8943279,GGT dimers hydrolyse GSH,LMP000270,gamma-glutamyltransferase 1,Mus musculus,Ggt1
14626,R-MMU-75887,Conversion of Glycerol to Glycerol-3-phosphate,LMP001011,glycerol kinase 2,Mus musculus,Gk2
14667,R-MMU-1605595,Hexosaminidase A cleaves GalNAc from GM2 to form GM3,LMP000942,GM2 ganglioside activator protein,Mus musculus,Gm2a
14667,R-MMU-1605717,Ganglioside GM2 activator presents GM2 to hexosaminidase for cleavage,LMP000942,GM2 ganglioside activator protein,Mus musculus,Gm2a
14667,R-MMU-6798751,Exocytosis of azurophil granule lumen proteins,LMP000942,GM2 ganglioside activator protein,Mus musculus,Gm2a
14712,R-MMU-1483002,DHAP is converted to 1-acyl GO3P by GNPAT,LMP000794,glyceronephosphate O-acyltransferase,Mus musculus,Gnpat
14712,R-MMU-390427,1-palmitoylglycerone phosphate + hexadecanol => O-hexadecylglycerone phosphate + palmitate,LMP000794,glyceronephosphate O-acyltransferase,Mus musculus,Gnpat
14712,R-MMU-75879,palmitoyl-CoA + DHAP => 1-palmitoylglycerone phosphate + CoASH,LMP000794,glyceronephosphate O-acyltransferase,Mus musculus,Gnpat
14712,R-MMU-9033235,"Cargo of PEX5S,L translocates from the cytosol to the peroxisomal matrix",LMP000794,glyceronephosphate O-acyltransferase,Mus musculus,Gnpat
14712,R-MMU-9033236,"PEX5S,L:Cargo binds PEX13:PEX14:PEX2:PEX10:PEX12 (Docking and Translocation Module)",LMP000794,glyceronephosphate O-acyltransferase,Mus musculus,Gnpat
14731,R-MMU-162836,uPAR precursor + acyl-GPI -> uPAR-acyl-GPI + uPAR propeptide,LMP000714,GPI anchor attachment protein 1,Mus musculus,Gpaa1
14732,R-MMU-1482695,G3P is acylated to 1-acyl LPA by GPAM/GPAT2 (OM),LMP001460,"glycerol-3-phosphate acyltransferase, mitochondrial",Mus musculus,Gpam
14732,R-MMU-75886,glycerol 3-phosphate + acyl-CoA => 1-acylglycerol 3-phosphate + CoASH [mitochondrial membrane-associated],LMP001460,"glycerol-3-phosphate acyltransferase, mitochondrial",Mus musculus,Gpam
14739,R-MMU-380073,Liganded Gi-activating GPCR acts as a GEF for Gi,LMP001687,sphingosine-1-phosphate receptor 2,Mus musculus,S1pr2
14739,R-MMU-419428,S1P-binding receptors bind S1P,LMP001687,sphingosine-1-phosphate receptor 2,Mus musculus,S1pr2
14739,R-MMU-749454,The Ligand:GPCR:Gi complex dissociates,LMP001687,sphingosine-1-phosphate receptor 2,Mus musculus,S1pr2
14739,R-MMU-749456,Liganded Gi-activating GPCRs bind inactive heterotrimeric G-protein Gi,LMP001687,sphingosine-1-phosphate receptor 2,Mus musculus,S1pr2
14744,R-MMU-379048,Liganded Gq/11-activating GPCRs act as GEFs for Gq/11,LMP004690,G-protein coupled receptor 65,Mus musculus,Gpr65
14744,R-MMU-444731,"GPR4, GPR65, GPR132 and OGR1 are pH sensing receptors",LMP004690,G-protein coupled receptor 65,Mus musculus,Gpr65
14744,R-MMU-749448,Liganded Gq-activating GPCRs bind inactive heterotrimeric Gq,LMP004690,G-protein coupled receptor 65,Mus musculus,Gpr65
14744,R-MMU-749452,The Ligand:GPCR:Gq complex dissociates,LMP004690,G-protein coupled receptor 65,Mus musculus,Gpr65
14745,R-MMU-379048,Liganded Gq/11-activating GPCRs act as GEFs for Gq/11,LMP002478,lysophosphatidic acid receptor 1,Mus musculus,Lpar1
14745,R-MMU-380073,Liganded Gi-activating GPCR acts as a GEF for Gi,LMP002478,lysophosphatidic acid receptor 1,Mus musculus,Lpar1
14745,R-MMU-419389,LPA-binding receptors bind LPA,LMP002478,lysophosphatidic acid receptor 1,Mus musculus,Lpar1
14745,R-MMU-749448,Liganded Gq-activating GPCRs bind inactive heterotrimeric Gq,LMP002478,lysophosphatidic acid receptor 1,Mus musculus,Lpar1
14745,R-MMU-749452,The Ligand:GPCR:Gq complex dissociates,LMP002478,lysophosphatidic acid receptor 1,Mus musculus,Lpar1
14745,R-MMU-749454,The Ligand:GPCR:Gi complex dissociates,LMP002478,lysophosphatidic acid receptor 1,Mus musculus,Lpar1
14745,R-MMU-749456,Liganded Gi-activating GPCRs bind inactive heterotrimeric G-protein Gi,LMP002478,lysophosphatidic acid receptor 1,Mus musculus,Lpar1
14755,R-MMU-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP002959,"phosphatidylinositol glycan anchor biosynthesis, class Q",Mus musculus,Pigq
14764,R-MMU-380073,Liganded Gi-activating GPCR acts as a GEF for Gi,LMP001542,prostaglandin D2 receptor 2,Mus musculus,Ptgdr2
14764,R-MMU-391934,DP2 receptor can bind PGD2,LMP001542,prostaglandin D2 receptor 2,Mus musculus,Ptgdr2
14764,R-MMU-749454,The Ligand:GPCR:Gi complex dissociates,LMP001542,prostaglandin D2 receptor 2,Mus musculus,Ptgdr2
14764,R-MMU-749456,Liganded Gi-activating GPCRs bind inactive heterotrimeric G-protein Gi,LMP001542,prostaglandin D2 receptor 2,Mus musculus,Ptgdr2
14775,R-MMU-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,LMP003356,glutathione peroxidase 1,Mus musculus,Gpx1
14775,R-MMU-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,LMP003356,glutathione peroxidase 1,Mus musculus,Gpx1
14775,R-MMU-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,LMP003356,glutathione peroxidase 1,Mus musculus,Gpx1
14775,R-MMU-3323013,"GPX1 catalyzes 2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O",LMP003356,glutathione peroxidase 1,Mus musculus,Gpx1
14775,R-MMU-71676,"2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O",LMP003356,glutathione peroxidase 1,Mus musculus,Gpx1
14776,R-MMU-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,LMP006250,glutathione peroxidase 2,Mus musculus,Gpx2
14776,R-MMU-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,LMP006250,glutathione peroxidase 2,Mus musculus,Gpx2
14776,R-MMU-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,LMP006250,glutathione peroxidase 2,Mus musculus,Gpx2
14776,R-MMU-3341277,"GPX2 catalyzes 2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O",LMP006250,glutathione peroxidase 2,Mus musculus,Gpx2
14778,R-MMU-3341397,"GPX3 catalyzes 2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O",LMP005773,glutathione peroxidase 3,Mus musculus,Gpx3
14778,R-MMU-6799695,"GPX5,6 reduce H2O2 to H2O",LMP005773,glutathione peroxidase 3,Mus musculus,Gpx3
14827,R-MMU-8863973,Fusion of ERC and phagosome,LMP004304,protein disulfide isomerase associated 3,Mus musculus,Pdia3
14827,R-MMU-8951499,Loading of antigenic peptides on to class I MHC,LMP004304,protein disulfide isomerase associated 3,Mus musculus,Pdia3
14827,R-MMU-901047,Binding of ERp57,LMP004304,protein disulfide isomerase associated 3,Mus musculus,Pdia3
14827,R-MMU-983142,Formation of peptide loading complex (PLC),LMP004304,protein disulfide isomerase associated 3,Mus musculus,Pdia3
14827,R-MMU-983146,Interaction of beta-2-microglobulin (B2M) chain with  class I HC,LMP004304,protein disulfide isomerase associated 3,Mus musculus,Pdia3
14827,R-MMU-983160,Interaction of Erp57 with MHC class I HC,LMP004304,protein disulfide isomerase associated 3,Mus musculus,Pdia3
14827,R-MMU-983161,Dissociation of the Antigenic peptide:MHC:B2M peptide loading complex,LMP004304,protein disulfide isomerase associated 3,Mus musculus,Pdia3
14933,R-MMU-75887,Conversion of Glycerol to Glycerol-3-phosphate,LMP000338,glycerol kinase,Mus musculus,Gyk
14979,R-MMU-8862152,2xHSD17B8:2xCBR4 reduces 3OA-ACP to 3HA-ACP,LMP002728,H2-K region expressed gene 6,Mus musculus,H2-Ke6
15107,R-MMU-77254,(S)-3-Hydroxydodecanoyl-CoA+NAD<=>3-Oxododecanoyl-CoA+NADH+H,LMP001613,hydroxyacyl-Coenzyme A dehydrogenase,Mus musculus,Hadh
15107,R-MMU-77312,(S)-Hydroxybutanoyl-CoA+NAD<=>Acetoacetyl-CoA+NADH+H,LMP001613,hydroxyacyl-Coenzyme A dehydrogenase,Mus musculus,Hadh
15107,R-MMU-77323,(S)-Hydroxyhexanoyl-CoA+NAD<=>3-Oxohexanoyl-CoA+NADH+H,LMP001613,hydroxyacyl-Coenzyme A dehydrogenase,Mus musculus,Hadh
15107,R-MMU-77331,(S)-Hydroxyoctanoyl-CoA+NAD<=>3-Oxooctanoyl-CoA+NADH+H,LMP001613,hydroxyacyl-Coenzyme A dehydrogenase,Mus musculus,Hadh
15107,R-MMU-77342,(S)-Hydroxydecanoyl-CoA+NAD<=>3-Oxodecanoyl-CoA+NADH+H,LMP001613,hydroxyacyl-Coenzyme A dehydrogenase,Mus musculus,Hadh
15211,R-MMU-1605595,Hexosaminidase A cleaves GalNAc from GM2 to form GM3,LMP000141,hexosaminidase A,Mus musculus,Hexa
15211,R-MMU-1605632,Both hexosaminidase A and B can cleave GalNAc from globoside,LMP000141,hexosaminidase A,Mus musculus,Hexa
15211,R-MMU-1638053,HEXA cleaves the terminal GalNAc from keratan sulfate,LMP000141,hexosaminidase A,Mus musculus,Hexa
15211,R-MMU-2105001,HEXA cleaves the terminal GalNAc from DS,LMP000141,hexosaminidase A,Mus musculus,Hexa
15211,R-MMU-2162225,HEXA cleaves the terminal GalNAc from small HA fragments,LMP000141,hexosaminidase A,Mus musculus,Hexa
15212,R-MMU-1605595,Hexosaminidase A cleaves GalNAc from GM2 to form GM3,LMP000169,hexosaminidase B,Mus musculus,Hexb
15212,R-MMU-1605632,Both hexosaminidase A and B can cleave GalNAc from globoside,LMP000169,hexosaminidase B,Mus musculus,Hexb
15212,R-MMU-1638053,HEXA cleaves the terminal GalNAc from keratan sulfate,LMP000169,hexosaminidase B,Mus musculus,Hexb
15212,R-MMU-2105001,HEXA cleaves the terminal GalNAc from DS,LMP000169,hexosaminidase B,Mus musculus,Hexb
15212,R-MMU-2162225,HEXA cleaves the terminal GalNAc from small HA fragments,LMP000169,hexosaminidase B,Mus musculus,Hexb
15212,R-MMU-6798751,Exocytosis of azurophil granule lumen proteins,LMP000169,hexosaminidase B,Mus musculus,Hexb
15212,R-MMU-9638075,HEXB cleaves the terminal GalNAc from DS,LMP000169,hexosaminidase B,Mus musculus,Hexb
15212,R-MMU-9638076,HEXB cleaves the terminal GalNAc from small HA fragments,LMP000169,hexosaminidase B,Mus musculus,Hexb
15212,R-MMU-9638078,HEXB cleaves the terminal GalNAc from keratan sulfate,LMP000169,hexosaminidase B,Mus musculus,Hexb
15356,R-MMU-74180,HMG CoA => acetoacetic acid + acetyl CoA,LMP002304,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,Mus musculus,Hmgcl
15356,R-MMU-9033235,"Cargo of PEX5S,L translocates from the cytosol to the peroxisomal matrix",LMP002304,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,Mus musculus,Hmgcl
15356,R-MMU-9033236,"PEX5S,L:Cargo binds PEX13:PEX14:PEX2:PEX10:PEX12 (Docking and Translocation Module)",LMP002304,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,Mus musculus,Hmgcl
15357,R-MMU-191352,Reduction of HMG-CoA produces mevalonate,LMP002414,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,Mus musculus,Hmgcr
15360,R-MMU-73918,acetoacetyl-CoA+acetyl-CoA => HMG-CoA + CoASH,LMP002586,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2,Mus musculus,Hmgcs2
15378,R-MMU-186663,HNF1a regulates Hnf4a,LMP002097,"hepatic nuclear factor 4, alpha",Mus musculus,Hnf4a
15378,R-MMU-376419,Formation of NR-MED1 Coactivator Complex,LMP002097,"hepatic nuclear factor 4, alpha",Mus musculus,Hnf4a
15378,R-MMU-382096,Formation of NR-NCOR Corepressor Complex,LMP002097,"hepatic nuclear factor 4, alpha",Mus musculus,Hnf4a
15446,R-MMU-2161779,LXA4 is oxidised to 15k-LXA4 by HPGD,LMP004297,hydroxyprostaglandin dehydrogenase 15 (NAD),Mus musculus,Hpgd
15446,R-MMU-9023968,HPGD dimer oxidises 18(S)-RvE1 to 18-oxo-RvE1,LMP004297,hydroxyprostaglandin dehydrogenase 15 (NAD),Mus musculus,Hpgd
15446,R-MMU-9024766,HPGD dimer oxidises RvD1 to 17(S)-oxo-RvD1 and 8-oxo-17(S)-RvD1,LMP004297,hydroxyprostaglandin dehydrogenase 15 (NAD),Mus musculus,Hpgd
15450,R-MMU-174657,chylomicron remnant:apoE complex + LDLR => chylomicron remnant:apoE:LDLR complex,LMP000191,"lipase, hepatic",Mus musculus,Lipc
15450,R-MMU-5694109,LIPC dimer hydrolyses TAG to DAG and FA,LMP000191,"lipase, hepatic",Mus musculus,Lipc
15450,R-MMU-6785178,"LMF1,2 transport LIPC dimer from ER lumen to extracellular region",LMP000191,"lipase, hepatic",Mus musculus,Lipc
15450,R-MMU-6785181,"LMF1,2 bind LIPC dimer",LMP000191,"lipase, hepatic",Mus musculus,Lipc
15450,R-MMU-6785213,LIPC dimer binds heparin,LMP000191,"lipase, hepatic",Mus musculus,Lipc
15469,R-MMU-5205798,"PRMT1,PRMT6 methylate arginine-4 of histone H4",LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-5205867,PRMT1 methylates arginine-12 of histone H2A (H2AR11),LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-5661126,"PRMT1,PRMT6 methylate methyl-lysine-4 of histone H4",LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-8934735,PRMT1 arginine-methylates RUNX1,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-8934742,RUNX1 binds PRMT1,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-8935732,"RUNX1 binds SIN3A,(SIN3B) co-repressor",LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-8936481,Core MLL complex methylates H3K4Me2-Nucleosome at the ITGA2B gene promoter,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-8936621,Core MLL complex methylates H3K4Me2-Nucleosome at the GP1BA gene promoter,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-8937016,Core MLL complex methylates H3K4Me2-Nucleosome at the THBS1 gene promoter,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-8937050,Core MLL complex methylates H3K4Me2-Nucleosome at the MIR27A gene promoter,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-9023860,Histone acetyltransferases are recruited to the TFF1 gene,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-9023861,PRMT1 binds TBP:TFIIA:DDX5:ESR1:estrogen:TFF1 gene,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15469,R-MMU-9632182,PRMT1 methylates ESRs,LMP000642,protein arginine N-methyltransferase 1,Mus musculus,Prmt1
15483,R-MMU-194023,"HSD11B2,HSD11B1 dimer oxidise CORT to COR",LMP002729,hydroxysteroid 11-beta dehydrogenase 1,Mus musculus,Hsd11b1
15484,R-MMU-194023,"HSD11B2,HSD11B1 dimer oxidise CORT to COR",LMP000076,hydroxysteroid 11-beta dehydrogenase 2,Mus musculus,Hsd11b2
15485,R-MMU-804969,HSD17B1 hydrogenates E1 to EST17b,LMP000057,hydroxysteroid (17-beta) dehydrogenase 1,Mus musculus,Hsd17b1
15486,R-MMU-8862137,HSD17B2 oxidises estradiol (E2) to estrone (E1),LMP000061,hydroxysteroid (17-beta) dehydrogenase 2,Mus musculus,Hsd17b2
15487,R-MMU-193064,Reduction of androstenedione to testosterone,LMP001616,hydroxysteroid (17-beta) dehydrogenase 3,Mus musculus,Hsd17b3
15487,R-MMU-548818,"HSD17B3,12 hydrogenates 3OOD-CoA to 3HODC-CoA",LMP001616,hydroxysteroid (17-beta) dehydrogenase 3,Mus musculus,Hsd17b3
15488,R-MMU-192331,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA (THCA-CoA) is hydrated to (24R, 25R) 3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA",LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-193455,"(24R, 25R) 3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA is oxidized to 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-one-CoA",LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-193508,"(24R, 25R) 3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA is oxidized to 3alpha,7alpha-dihydroxy-5beta-cholest-24-one-CoA",LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-193535,"25(S) 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA is hydrated to (24R, 25R) 3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA",LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-2066778,Hydration of delta2-tetracosaheptaenoyl-CoA to 3-hydroxy tetracosahexaenoyl-CoA,LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-2066780,Dehydrogenation of 3-hydroxy tetracosahexaenoyl-CoA,LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-389986,"trans-2,3-dehydropristanoyl-CoA + H2O => 3-hydroxypristanoyl-CoA",LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-389995,3-hydroxypristanoyl-CoA + NAD+ => 3-ketoxypristanoyl-CoA + NADH + H+,LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-390251,HSD17B4 dehydrogenates 3-hydroxyhexacosanoyl-CoA,LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-390252,"HSD17B4 hydrates trans-2,3-dehydrohexacosanoyl-CoA",LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
15488,R-MMU-9033235,"Cargo of PEX5S,L translocates from the cytosol to the peroxisomal matrix",LMP000074,hydroxysteroid (17-beta) dehydrogenase 4,Mus musculus,Hsd17b4
